,N,T,XN,f,x
509,1000.0,5.0,0.5054488765058142,0.3,0.5
510,10.0,1.0,0.5164691147357586,0.5,0.5
511,10.0,2.0,0.5368652224963864,0.5,0.5
512,10.0,3.0,0.5510252263708181,0.5,0.5
513,10.0,4.0,0.5601191494216738,0.5,0.5
514,10.0,5.0,0.5658261686969734,0.5,0.5
515,20.0,1.0,0.5102180002677059,0.5,0.5
516,20.0,2.0,0.5243339156252247,0.5,0.5
517,20.0,3.0,0.5357077386592772,0.5,0.5
518,20.0,4.0,0.543974694927104,0.5,0.5
519,20.0,5.0,0.5497888818007759,0.5,0.5
520,50.0,1.0,0.5051801962355742,0.5,0.5
521,50.0,2.0,0.5122647803433976,0.5,0.5
522,50.0,3.0,0.5181499118595834,0.5,0.5
523,50.0,4.0,0.5225719974589128,0.5,0.5
524,50.0,5.0,0.5257829672991556,0.5,0.5
525,100.0,1.0,0.5030845195347952,0.5,0.5
526,100.0,2.0,0.5072440478509977,0.5,0.5
527,100.0,3.0,0.5106391191506918,0.5,0.5
528,100.0,4.0,0.5131266456270313,0.5,0.5
529,100.0,5.0,0.5148777351709749,0.5,0.5
530,200.0,1.0,0.5018345605171757,0.5,0.5
531,200.0,2.0,0.5042869667342612,0.5,0.5
532,200.0,3.0,0.5062627476203253,0.5,0.5
533,200.0,4.0,0.5076824915324762,0.5,0.5
534,200.0,5.0,0.5086576274534343,0.5,0.5
535,300.0,1.0,0.5013534465742743,0.5,0.5
536,300.0,2.0,0.5031562974034135,0.5,0.5
537,300.0,3.0,0.5046003983881737,0.5,0.5
538,300.0,4.0,0.5056292589900382,0.5,0.5
539,300.0,5.0,0.506328404250544,0.5,0.5
540,500.0,1.0,0.5009225507080152,0.5,0.5
541,500.0,2.0,0.5021473006878582,0.5,0.5
542,500.0,3.0,0.5031226661472079,0.5,0.5
543,500.0,4.0,0.503811665879869,0.5,0.5
544,500.0,5.0,0.5042749236201906,0.5,0.5
545,1000.0,1.0,0.5005484207365035,0.5,0.5
546,1000.0,2.0,0.5012741662839139,0.5,0.5
547,1000.0,3.0,0.5018487685842593,0.5,0.5
548,1000.0,4.0,0.5022512084985252,0.5,0.5
549,1000.0,5.0,0.5025189488133781,0.5,0.5
550,10.0,1.0,0.5139398454031191,0.6,0.5
551,10.0,2.0,0.5316969887379897,0.6,0.5
552,10.0,3.0,0.5440738333167473,0.6,0.5
553,10.0,4.0,0.5519908263750607,0.6,0.5
554,10.0,5.0,0.5569229639801105,0.6,0.5
555,20.0,1.0,0.5083490056621258,0.6,0.5
556,20.0,2.0,0.5202495579631752,0.6,0.5
557,20.0,3.0,0.5298624033632867,0.6,0.5
558,20.0,4.0,0.536792578005919,0.6,0.5
559,20.0,5.0,0.5416007370391934,0.6,0.5
560,50.0,1.0,0.5040395549049111,0.6,0.5
561,50.0,2.0,0.509741143211884,0.6,0.5
562,50.0,3.0,0.514472229809657,0.6,0.5
563,50.0,4.0,0.5179751972359637,0.6,0.5
564,50.0,5.0,0.5204621615861087,0.6,0.5
565,100.0,1.0,0.5023231511991206,0.6,0.5
566,100.0,2.0,0.505559991699685,0.6,0.5
567,100.0,3.0,0.5082037234129507,0.6,0.5
568,100.0,4.0,0.5101164325284284,0.6,0.5
569,100.0,5.0,0.511435759794541,0.6,0.5
570,200.0,1.0,0.5013347557542066,0.6,0.5
571,200.0,2.0,0.5031803587985737,0.6,0.5
572,200.0,3.0,0.5046715917835028,0.6,0.5
573,200.0,4.0,0.5057332078038472,0.6,0.5
574,200.0,5.0,0.506450740194515,0.6,0.5
575,300.0,1.0,0.5009650234282668,0.6,0.5
576,300.0,2.0,0.5022954672100979,0.6,0.5
577,300.0,3.0,0.5033656087825413,0.6,0.5
578,300.0,4.0,0.5041223711896753,0.6,0.5
579,300.0,5.0,0.5046296211811099,0.6,0.5
580,500.0,1.0,0.5006412652996947,0.6,0.5
581,500.0,2.0,0.5015229971711112,0.6,0.5
582,500.0,3.0,0.5022291506094284,0.6,0.5
583,500.0,4.0,0.5027253406066517,0.6,0.5
584,500.0,5.0,0.5030553226982629,0.6,0.5
585,1000.0,1.0,0.5003682696774631,0.6,0.5
586,1000.0,2.0,0.5008734290445416,0.6,0.5
587,1000.0,3.0,0.5012763340408681,0.6,0.5
588,1000.0,4.0,0.5015577400549338,0.6,0.5
589,1000.0,5.0,0.5017435049805298,0.6,0.5
590,10.0,1.0,0.5118268140448228,0.7,0.5
591,10.0,2.0,0.5273211706046164,0.7,0.5
592,10.0,3.0,0.5381673517408075,0.7,0.5
593,10.0,4.0,0.5450827339881641,0.7,0.5
594,10.0,5.0,0.5493635430746935,0.7,0.5
595,20.0,1.0,0.5068428410109305,0.7,0.5
596,20.0,2.0,0.516911346562806,0.7,0.5
597,20.0,3.0,0.5250753754024305,0.7,0.5
598,20.0,4.0,0.5309232538164249,0.7,0.5
599,20.0,5.0,0.534933695388619,0.7,0.5
600,50.0,1.0,0.5031609666516135,0.7,0.5
601,50.0,2.0,0.5077697377664357,0.7,0.5
602,50.0,3.0,0.5116018565903829,0.7,0.5
603,50.0,4.0,0.5144100967145938,0.7,0.5
604,50.0,5.0,0.5163697863895542,0.7,0.5
605,100.0,1.0,0.5017559615954317,0.7,0.5
606,100.0,2.0,0.504286092705987,0.7,0.5
607,100.0,3.0,0.5063611049654316,0.7,0.5
608,100.0,4.0,0.5078511351695905,0.7,0.5
609,100.0,5.0,0.5088647948763285,0.7,0.5
610,200.0,1.0,0.5009746150426935,0.7,0.5
611,200.0,2.0,0.502369652695943,0.7,0.5
612,200.0,3.0,0.5035038509998206,0.7,0.5
613,200.0,4.0,0.5043078032924684,0.7,0.5
614,200.0,5.0,0.5048459218211159,0.7,0.5
615,300.0,1.0,0.500690550125675,0.7,0.5
616,300.0,2.0,0.5016765749533527,0.7,0.5
617,300.0,3.0,0.5024754874892586,0.7,0.5
618,300.0,4.0,0.5030389159405861,0.7,0.5
619,300.0,5.0,0.5034136878941234,0.7,0.5
620,500.0,1.0,0.5004473416377897,0.7,0.5
621,500.0,2.0,0.5010847354566514,0.7,0.5
622,500.0,3.0,0.5015995510947464,0.7,0.5
623,500.0,4.0,0.5019609476873856,0.7,0.5
624,500.0,5.0,0.5021999766521472,0.7,0.5
625,1000.0,1.0,0.5002481752560347,0.7,0.5
626,1000.0,2.0,0.5006011523856819,0.7,0.5
627,1000.0,3.0,0.5008854444125015,0.7,0.5
628,1000.0,4.0,0.5010841940765238,0.7,0.5
629,1000.0,5.0,0.5012149889048239,0.7,0.5
630,10.0,1.0,0.5085719130468647,0.9,0.5
631,10.0,2.0,0.5204428962395491,0.9,0.5
632,10.0,3.0,0.5288313680739443,0.9,0.5
633,10.0,4.0,0.534156055625682,0.9,0.5
634,10.0,5.0,0.5374193687356771,0.9,0.5
635,20.0,1.0,0.5046368014647371,0.9,0.5
636,20.0,2.0,0.51191118925923,0.9,0.5
637,20.0,3.0,0.5178733578158868,0.9,0.5
638,20.0,4.0,0.5221086650037836,0.9,0.5
639,20.0,5.0,0.5249625770722491,0.9,0.5
640,50.0,1.0,0.501954026544644,0.9,0.5
641,50.0,2.0,0.5049980356642121,0.9,0.5
642,50.0,3.0,0.5075562211659729,0.9,0.5
643,50.0,4.0,0.5094106902710589,0.9,0.5
644,50.0,5.0,0.5106764444528987,0.9,0.5
645,100.0,1.0,0.5010130063813726,0.9,0.5
646,100.0,2.0,0.5025754285087367,0.9,0.5
647,100.0,3.0,0.5038757203291359,0.9,0.5
648,100.0,4.0,0.504804785330285,0.9,0.5
649,100.0,5.0,0.5054275616735064,0.9,0.5
650,200.0,1.0,0.5005247233004566,0.9,0.5
651,200.0,2.0,0.501329893936157,0.9,0.5
652,200.0,3.0,0.5019964322618471,0.9,0.5
653,200.0,4.0,0.5024689501404314,0.9,0.5
654,200.0,5.0,0.5027826352854766,0.9,0.5
655,300.0,1.0,0.500357055422629,0.9,0.5
656,300.0,2.0,0.500903985280862,0.9,0.5
657,300.0,3.0,0.5013559024596286,0.9,0.5
658,300.0,4.0,0.5016753990115691,0.9,0.5
659,300.0,5.0,0.501886794494082,0.9,0.5
660,500.0,1.0,0.5002198109414222,0.9,0.5
661,500.0,2.0,0.5005560306558673,0.9,0.5
662,500.0,3.0,0.5008334092773732,0.9,0.5
663,500.0,4.0,0.5010290654434129,0.9,0.5
664,500.0,5.0,0.5011581654584424,0.9,0.5
665,1000.0,1.0,0.5001137942111372,0.9,0.5
666,1000.0,2.0,0.5002876599185534,0.9,0.5
667,1000.0,3.0,0.5004309197271549,0.9,0.5
668,1000.0,4.0,0.5005317897836525,0.9,0.5
669,1000.0,5.0,0.5005982023504891,0.9,0.5
