,N,T,XN,f,x
87,50.0,8.0,0.5121162697895242,1.0,0.49996646715392606
88,50.0,9.0,0.5122421807242288,1.0,0.49998766457215527
89,50.0,10.0,0.5123024208968304,1.0,0.4999954622766029
90,100.0,1.0,0.46367949241010464,1.0,0.46321389535670904
91,100.0,2.0,0.48842586091942203,1.0,0.48646782505172886
92,100.0,3.0,0.49872436709095813,1.0,0.49502203996301464
93,100.0,4.0,0.5031715533137006,1.0,0.49816880241169575
94,100.0,5.0,0.505128256357102,1.0,0.49932637373894123
95,100.0,6.0,0.5059973501399309,1.0,0.4997521991387027
96,100.0,7.0,0.5063852187843733,1.0,0.49990884371585637
97,100.0,8.0,0.5065587420397525,1.0,0.49996646715392606
98,100.0,9.0,0.5066364684170843,1.0,0.49998766457215527
99,100.0,10.0,0.5066713064681863,1.0,0.4999954622766029
100,200.0,1.0,0.46337043026701175,1.0,0.46321389535670904
101,200.0,2.0,0.4872918588580151,1.0,0.48646782505172886
102,200.0,3.0,0.49684676356622165,1.0,0.49502203996301464
103,200.0,4.0,0.5008073961670302,1.0,0.49816880241169575
104,200.0,5.0,0.502479779386446,1.0,0.49932637373894123
105,200.0,6.0,0.5031921868708857,1.0,0.4997521991387027
106,200.0,7.0,0.5034969212833963,1.0,0.49990884371585637
107,200.0,8.0,0.5036275267401471,1.0,0.49996646715392606
108,200.0,9.0,0.503683554009611,1.0,0.49998766457215527
109,200.0,10.0,0.5037075990220816,1.0,0.4999954622766029
110,300.0,1.0,0.4632966106947951,1.0,0.46321389535670904
111,300.0,2.0,0.4869421794553554,1.0,0.48646782505172886
112,300.0,3.0,0.4962095112173568,1.0,0.49502203996301464
113,300.0,4.0,0.4999779024467616,1.0,0.49816880241169575
114,300.0,5.0,0.5015391602970777,1.0,0.49932637373894123
115,300.0,6.0,0.5021916605939555,1.0,0.4997521991387027
116,300.0,7.0,0.5024654526953343,1.0,0.49990884371585637
117,300.0,8.0,0.5025805463424067,1.0,0.49996646715392606
118,300.0,9.0,0.5026289681995277,1.0,0.49998766457215527
119,300.0,10.0,0.5026493477763437,1.0,0.4999954622766029
120,10.0,1.0,0.46788912091958135,2.0,0.46321389535670904
121,10.0,2.0,0.49623749932617944,2.0,0.48646782505172886
122,10.0,3.0,0.5081894296590291,2.0,0.49502203996301464
123,10.0,4.0,0.5132148962647786,2.0,0.49816880241169575
124,10.0,5.0,0.5153255560156994,2.0,0.49932637373894123
125,10.0,6.0,0.5162116129477123,2.0,0.4997521991387027
126,10.0,7.0,0.5165835126952162,2.0,0.49990884371585637
127,10.0,8.0,0.5167395967615321,2.0,0.49996646715392606
128,10.0,9.0,0.5168051023970772,2.0,0.49998766457215527
129,10.0,10.0,0.5168325935994085,2.0,0.4999954622766029
130,20.0,1.0,0.4651631545444568,2.0,0.46321389535670904
131,20.0,2.0,0.4907076756783633,2.0,0.48646782505172886
132,20.0,3.0,0.5010131746397624,2.0,0.49502203996301464
133,20.0,4.0,0.5052073090186774,2.0,0.49816880241169575
134,20.0,5.0,0.5069208199261195,2.0,0.49932637373894123
135,20.0,6.0,0.5076221253475783,2.0,0.4997521991387027
136,20.0,7.0,0.5079093943991622,2.0,0.49990884371585637
137,20.0,8.0,0.5080271111985721,2.0,0.49996646715392606
138,20.0,9.0,0.5080753577214487,2.0,0.49998766457215527
139,20.0,10.0,0.5080951333256395,2.0,0.4999954622766029
140,50.0,1.0,0.4638063840075841,2.0,0.46321389535670904
141,50.0,2.0,0.4877991986816783,2.0,0.48646782505172886
142,50.0,3.0,0.4970308138756173,2.0,0.49502203996301464
143,50.0,4.0,0.5006154251541328,2.0,0.49816880241169575
144,50.0,5.0,0.5020126194631824,2.0,0.49932637373894123
145,50.0,6.0,0.5025580837086902,2.0,0.4997521991387027
146,50.0,7.0,0.5027711763325491,2.0,0.49990884371585637
147,50.0,8.0,0.5028544473239852,2.0,0.49996646715392606
148,50.0,9.0,0.5028869913205449,2.0,0.49998766457215527
149,50.0,10.0,0.5028997108146264,2.0,0.4999954622766029
150,100.0,1.0,0.46345418748617156,2.0,0.46321389535670904
151,100.0,2.0,0.4870039303450773,2.0,0.48646782505172886
152,100.0,3.0,0.49589709078571126,2.0,0.49502203996301464
153,100.0,4.0,0.49928486428985897,2.0,0.49816880241169575
154,100.0,5.0,0.5005802205527417,2.0,0.49932637373894123
155,100.0,6.0,0.5010762736573837,2.0,0.4997521991387027
156,100.0,7.0,0.5012663534520054,2.0,0.49990884371585637
157,100.0,8.0,0.5013392072046111,2.0,0.49996646715392606
158,100.0,9.0,0.5013671333717952,2.0,0.49998766457215527
159,100.0,10.0,0.5013778384084977,2.0,0.4999954622766029
160,200.0,1.0,0.46331513531225804,2.0,0.46321389535670904
161,200.0,2.0,0.4866742995766716,2.0,0.48646782505172886
162,200.0,3.0,0.4953953544345596,2.0,0.49502203996301464
163,200.0,4.0,0.49867704885843595,2.0,0.49816880241169575
164,200.0,5.0,0.49991635236139503,2.0,0.49932637373894123
165,200.0,6.0,0.5003850519247623,2.0,0.4997521991387027
166,200.0,7.0,0.5005624157020852,2.0,0.49990884371585637
167,200.0,8.0,0.5006295485274653,2.0,0.49996646715392606
168,200.0,9.0,0.5006549608220957,2.0,0.49998766457215527
169,200.0,10.0,0.500664580666509,2.0,0.4999954622766029
170,300.0,1.0,0.46327681055383485,2.0,0.46321389535670904
171,300.0,2.0,0.48658321235739654,2.0,0.48646782505172886
172,300.0,3.0,0.4952453273929697,2.0,0.49502203996301464
173,300.0,4.0,0.4984879996840298,2.0,0.49816880241169575
174,300.0,5.0,0.4997060903820893,2.0,0.49932637373894123
175,300.0,6.0,0.5001643135790254,2.0,0.4997521991387027
176,300.0,7.0,0.5003367862838646,2.0,0.49990884371585637
177,300.0,8.0,0.5004017183824417,2.0,0.49996646715392606
178,300.0,9.0,0.5004261659453056,2.0,0.49998766457215527
179,300.0,10.0,0.5004353709924544,2.0,0.4999954622766029
